Username,Location,Date,Content,Rating,Title,Experience_date
Francesco F.F.,IT,5 giu 2024,"Operatore disponibile, cordiale e professionale. Mi ha messo subito a mio agio rispondendo a tutte le domande e facendomi valutare tutte le possibilità. Non ero convinto di cambiare anche Operatore gas ma la consulente mi ha fatto cambiare idea senza costrizioni. Molto competente !",5,Operatore disponibile,05 giugno 2024
Giovanni Nogler,DK,5 giu 2024,N/A,5,Gentili e veloci,05 giugno 2024
Ettore Conti,IT,5 giu 2024,"cordiali, chiari, rapidi, esaustivi nelle spiegazioni",5,tutto bene,05 giugno 2024
VITTORIO,IT,5 giu 2024,Semplice e chiara la procedura per sottoscrivere l'offerta luce e gas di Sorgenia.,5,Semplice e chiara la procedura per…,05 giugno 2024
Mariarosa Salinitro,IT,5 giu 2024,Super gentile e chiaro,5,Soddisfacente,05 giugno 2024
Davide Murolo,IT,5 giu 2024,"Perfetto, assistente Guido pronto a qualsiasi risposta",5,Perfetto,05 giugno 2024
Silvia,IT,5 giu 2024,Per ora solo con un preventivo pago la metà.,5,Per ora solo con un preventivo pago la…,05 giugno 2024
Debora Basilici,IT,5 giu 2024,"L'operatore Raffaele mi ha seguita passo passo con professionalità , attenzione, e disponibilità nell'intraprendere questa nuova avventura.",5,scelta fiduciosa,05 giugno 2024
R. N.,IT,5 giu 2024,Operatore gentile e soprattutto chiaro e calmo nelle spiegazioni. Cambiato contratto. Grazie,5,Operatore gentile e soprattutto chiaro…,05 giugno 2024
Andrea,IT,5 giu 2024,Professionalità e competenza da parte di Fabio che ha illustrato la migliore offerta utile per le mie esigenze,5,Professionalità e competenza da parte…,05 giugno 2024
Grana Massimiliano,IT,5 giu 2024,N/A,5,Il servizio clienti è stato fantastico,05 giugno 2024
Alessandro Lertola,IT,5 giu 2024,Ottima collaboratrice,5,Ottima collaboratrice,05 giugno 2024
Silvana Piga,IT,5 giu 2024,"Non meritate nemmeno una stella, chiamo per rateizzare 2 fatture di una signora di 83 anni e dicono che non si può fare ... siete ridicoli",1,Non meritate nemmeno una stella,05 giugno 2024
Giuseppe,IT,5 giu 2024,"La consulente, gentile e paziente, ha chiarito tutti i miei dubbi prospettandomi le soluzioni offerte in modo chiaro e permettendomi di decidere quale scegliere...risparmiado rispetto all'atttuale fornitore.",5,Consulente chiara e paziente,05 giugno 2024
Gianluca Frascati,IT,5 giu 2024,Servizio rapido essenziale e corretto,5,Servizio rapido essenziale e corretto,05 giugno 2024
PAOLO AVALDI,IT,5 giu 2024,"veloce e professionale
grazie mille
avaldi paolol",5,veloce e professionale,05 giugno 2024
Roberto Carpi,IT,5 giu 2024,"Ho parlato con la vostra collaboratrice Sig.ra ANNA che mi ha spiegato in modo eccelso tutte le vostre offerte, da me accettate.",5,Ho parlato con la vostra collaboratrice…Sig.ra ANNA davvero preparata e chiara nell'esposizione degli argomenti trattati.,05 giugno 2024
cliente,IT,5 giu 2024,Giuseppe è stato gentilissimo. Servizio top,5,Giuseppe è stato gentilissimo,05 giugno 2024
Iolanda Valentina Scarpa,IT,5 giu 2024,"A gennaio arrivano sul conto 4 bollette nel giro di 5 gg. Chiamo chiedo spiegazioni , spiegazioni zero! Chiudo il conto specificandolo e richiedendo fatture cartacee da pagare in posta, al call center dicono ok, ma ad oggi 5_6_2024 MAI PERVENUTO ALCUN BOLLETTINO. Chiamo chiedo spiegazioni. Sorgenia non manda bollette cartacee (ma come a Gennaio avevate detto di sì) unici metodi di pagamento bonifico bancario o prelievo dal conto e se uno per svariati motivi non ha più possibilità di queste due opzioni come si fa ?!! Chiedo di parlare con l'amministrazione a oggi NESSUNO mi ha contattata. Al call center ti prendono in giro giusto per chiudere la chiamata. Finché devono accalapiare il nuovo cliente tutto bene , tutto bello. Una volta che sei dentro molte fregature, zero chiarezza e trasparenza, impossibile sapere cosa si paga e perché anche più volte al mese finché non te ne accorgi e dici basta, ma loro continuano ad approfittare con atteggiamenti contro il cliente e prevaricatori. Non aiutano, non spiegano, o così o guai ! FATE MOLTA ATTENZIONE!!!
DIFFIDATE DA QUESTA DITTA perché sono dolori veri !!
NON COMMETTETE IL MIO STESSO ERRORE VI RITROVERETE IN UN INCUBO !!!",1,A gennaio arrivano sul conto 4 bollette…,05 giugno 2024
Stefania Campus,IT,4 giu 2024,Non capisco perché l’app quando schiaccio su “migliorare i consumi” mi dica che il mio contratto non è più attivo quando comunque ho la luce e io non ho fatto nessuna cessione,3,Non capisco perché l’app quando…,04 giugno 2024
Margherita,IT,4 giu 2024,"Impiegato cordiale, preciso, non invadente.",5,Impiegato cordiale,04 giugno 2024
ANDREA RANDAZZO,IT,4 giu 2024,"L'assistenza della sig.ra CLAUDIA è stata fondamentale per passare a SORGENIA, altrimenti non avrei sottoscritto il contratto.
Brava Claudia 6 stelle",5,L'assistenza della sig.ra CLAUDIA è…,01 giugno 2024
CESARE AURELIO FIDA,IT,4 giu 2024,"la signora Maria Grazia tenetevela stretta una ragazza formidabile corretta in tutto.
bserata",5,la signora Maria Grazia tenetela…,04 giugno 2024
Sergio,IT,4 giu 2024,ok tutto a posto,5,ok tutto a posto,04 giugno 2024
Mirko Meneghelli,IT,4 giu 2024,Il form per la sottoscrizione on line è chiaro e funziona bene. Le condizioni economiche di offerta sono state espresse in modo chiaro e trasparente.,5,Il form per la sottoscrizione on line è…,04 giugno 2024
cliente,IT,4 giu 2024,"Eccellente: operatore competente, gentile ed efficiente.",5,Eccellente,04 giugno 2024
Maria,IT,4 giu 2024,Operatore molto gentile e preparato. Ottimo servizio,5,Operatore molto gentile e preparato,04 giugno 2024
culazzu.antoniotiscali.it,IT,4 giu 2024,Personale preparato e molto cordiale,5,Personale preparato e molto cordiale,04 giugno 2024
Sara Marcucci,IT,4 giu 2024,"Mi sono trovata molto bene, tutto mi e' stato spiegato con semplicita'e tutte le mie domande hanno avuto risposta completa.
Sono molto contenta di essere passata a Sorgenia.",5,Mi sono trovata molto bene,04 giugno 2024
Davide Gobbo,IT,4 giu 2024,"Chiamati per un nuovo allaccio la ragazza del servizio clienti (Mary) e’ stata molto cortese, precisa nelle informazione e chiara nel guidarmi alla nuova attivazione.",5,La prima telefonata e’ stata super positiva.,04 giugno 2024
marco,IT,4 giu 2024,"Per ora, ho appena sottoscritto il contratto luce, è stato tutto ottimo. Il miglior servizio call center, con cui ho avuto modo di parlare, del settore. (Spero non sia solo fortuna)
Per le bollette e l'app ecc... vedremo prossimamente magari aggiornerò la mia testimonianza. Spero che il buongiorno si veda dal mattino.",5,Call center gentile e paziente al momento dell'attivazione contratto,04 giugno 2024
Laura Pedemonte,IT,4 giu 2024,Ho completato tutto iter al telefono con signorina rosa in mezz ora concluse pratiche. Ho avuto chiarezza disponibilità competenza e sono molto soddisfatta dell accoglienza del servizio e della professionalità della signorina rosa che vorrei ritrovare in un futuro contatto in caso di informazioni assistenza o nuovi contratti. Brava brava! Nel lavoro ai calle center la preparazione fa sempre la differenza. Complimenti.,5,Attivazione contratti luce gas fibra,04 giugno 2024
Sara Maria,IT,4 giu 2024,N/A,5,Molto gentile e veloce,04 giugno 2024
stefano spagnolo,IT,3 giu 2024,"operatrice eccellente e chiara!
in pochi minuti ho cambiato 4 utenze senza intoppi!",5,cambio operatore luce e gas,03 giugno 2024
Paolo,IT,3 giu 2024,"La responsabile del servizio è stata estremamente efficiente, gentile e rapida, fornendo tutte le informazioni necessarie e dando alcuni ottimi consigli.",5,personale molto gentile ed efficiente,03 giugno 2024
oscar comba,IT,3 giu 2024,Mi ha impressionato la disponibilità degli operatori che ascoltano e cercano di risolvere le varie problematiche.,5,disponibilità e cordialità,03 giugno 2024
Pino Battilocchi,IT,3 giu 2024,"Veloce, personale professiot",5,Veloce,03 giugno 2024
alessandro livio lampó,IT,3 giu 2024,N/A,5,la competenza dell'operatrice,03 giugno 2024
Diego Marino,IT,3 giu 2024,sorgenia è sempre efficiente veloce puntuale molto trasparente,5,sorgenia è sempre efficiente,03 giugno 2024
Massimo M,IT,3 giu 2024,Rapidi veloci efficienza da 5 stelle,5,Rapidi veloci efficienza da 5 stelle,03 giugno 2024
MarioMahhio,IT,3 giu 2024,"Offerte chiare, semplici e convenienti. Vedremo come andrà durante la fornitura",5,Attivazione OK,03 giugno 2024
Seaside Music Young,IT,3 giu 2024,L'operatrice Simona gentilissima e disponibile,5,L'operatrice Simona gentilissima e…,03 giugno 2024
Ale Lg,IT,3 giu 2024,"Sono passata a Sorgenia ed è stato facile e veloce. Operatrice telefonica efficiente, chiara e gentile.
Ottimo!",5,Velocità e gentilezza,03 giugno 2024
mirella,IT,3 giu 2024,"la gentilezza, velocità e precisione nella gestione della pratica",5,efficacienti!!,03 giugno 2024
caterina,IT,3 giu 2024,N/A,5,Operatore veloce e disponibile,03 giugno 2024
Salvatore Balistreri,IT,3 giu 2024,La Signora Graziella è stata gentilissima. Inoltre servizio efficiente ed efficace.,5,La Signora Graziella è stata…,03 giugno 2024
Meneghini Simone,IT,3 giu 2024,"Personale molto gentile e disponibile, dal primo agosto passo con loro con luce e gas",5,Personale molto gentile e disponibile,03 giugno 2024
Stefano Ugge' - Tecnico web,IT,3 giu 2024,"Assistenza clienti professionale e veloce, ora attendo la prima bolletta",5,Assistenza clienti professionale e…,03 giugno 2024
Marta Pepe,IT,3 giu 2024,Servizio impeccabile. E' stata facile la migrazione. In una settimana mi è stato installato un nuovo modem per la fibra. Tutto perfetto.,5,Servizio impeccabile,01 giugno 2024
Marco,IT,2 giu 2024,mi sembra tutto piuttosto chiaro e funzionale come attivazione. è molto interessante anche l'aspetto di attenzione all'ambiente.,5,bene!,02 giugno 2024
Pietro,IT,2 giu 2024,"Sono già cliente Sorgenia con un utenza business e una domestica e mi trovo molto bene, ho appena sottoscritto il 3 contratto per la mia seconda casa, consiglio Sorgenia.",5,Sono già cliente Sorgenia con un utenza…,02 giugno 2024
nicola,IT,2 giu 2024,ho stipulato il contratto on-line in maniera chiara e veloce. i prezzi sono concorrenziali.,5,prezzi concorrenziali,02 giugno 2024
Irene Limberti,IT,1 giu 2024,N/A,5,Raffaelle operatore gentilissimo,01 giugno 2024
Grazia Somma,IT,1 giu 2024,"Consulenza costruttiva, professionale e straordinariamente originale da parte dell'operatore Raffaele.",5,Eccellente,01 giugno 2024
Giancarlo Bianco,IT,1 giu 2024,devo ancora verificare l'utilizzo ma dalla presentazione del prodotto mi sembra buona,5,ottima illustrazione del prodotto,01 giugno 2024
Paolo,IT,1 giu 2024,"Processo di attivazione comodo e veloce, personale competente! Ottima esperienza per il momento",5,Processo di attivazione comodo e…,01 giugno 2024
Alessandro Amadio,IT,1 giu 2024,"Tutto perfetto, grazie mille",5,Tutto perfetto,01 giugno 2024
Sergio Sirgi,IT,1 giu 2024,"Tutto perfetto. Sono loro cliente già con due utenze, soddisfatto tanto del prezzo quanto dell'assistenza. Ieri ne ho migrata una terza, e devo dire che ho trovato il servizio ancora migliorato rispetto al passato. Fausto, il consulente che mi ha assistito, è stato cortese, rapido ed esaustivo, ha esposto con chiarezza l'offerta, i vantaggi e la scontistica, e mi ha aiutato a completare il passaggio da diverso fornitore in pochi minuti, evitandomi qualsiasi noia o perdita di tempo sempre possibile in caso di fai-da-te. Molto bene, non posso fare altro che raccomandarli.",5,Tutto perfetto,30 maggio 2024
luigi,IT,1 giu 2024,N/A,5,risposta veloce e modalità semplici,31 maggio 2024
Lucy Molendini,IT,31 mag 2024,Veloce trasparente e conveniente,5,Veloce trasparente e conveniente,31 maggio 2024
GIORGIO GIRAUDO,IT,31 mag 2024,"accolto da persone professionali, gentili e preparate ad esaudire ogni richiesta da me fatta
velocità e precisione completano le mie richieste",5,accolto da persone professionali,31 maggio 2024
Sergio Stomeo,IT,31 mag 2024,"chiarezza delle informazioni, completezza delle informazioni, disponibilità, pazienza, cortesia. Per adesso tutto perfetto, vediamo nel prosieguo del servizio.",5,"disponibilità, cortesia, chiarezza",31 maggio 2024
Daniele,IT,31 mag 2024,Attivazione veloce e chiara,5,Ottimo servizio,30 maggio 2024
Nicola Berti,IT,31 mag 2024,"chiarezza e gentilezza, che dovrebbe essere la norma",5,chiarezza e gentilezza,31 maggio 2024
Simonetta Ravenna,IT,31 mag 2024,Il grande risparmio e la facilità di cambio del gestore,5,"Risparmio, semplicità e valori etici",31 maggio 2024
Alessandra,IT,31 mag 2024,N/A,5,Maria Grazia molto gentile e competente.,31 maggio 2024
Oscar,IT,31 mag 2024,"Ho appena sottoscritto un contratto Luce & Gas e devo ammettere con gran soddisfazione di essere stato seguito da un'eccellente persona, professionale, cortese ed esaustiva, che mi ha saputo guidare nella scelta migliore.",5,Ho appena sottoscritto un contratto…,31 maggio 2024
Mustapha El arrach,IT,31 mag 2024,Grazie al personale molto professionale grazie E lo consiglio anche a qualche amico,5,Grazie di tutto e grazie per per collaboratore che molto bravi È anche molto professionale,31 maggio 2024
Stefano Viaggi,IT,31 mag 2024,Ottima esperienza per semplicità ed efficienza nell’ effettuare le volture di una precedente utenza con altro gestore.,5,Sorpreso e soddisfatto,31 maggio 2024
Antonio,IT,31 mag 2024,"Operatrice simpatica,trasparente e cordiale.",5,"Operatrice simpatica,trasparente e…",31 maggio 2024
salvatore rizzo,IT,31 mag 2024,N/A,5,operatrice disponibile e preparata,31 maggio 2024
nicoletti roberto,IT,31 mag 2024,l'operatrice è stata molto paziente e gentile,5,l'operatrice è stata molto paziente e…,31 maggio 2024
Dario Ferrero,IT,31 mag 2024,"Tutto ok, operatrice molto disponibile e cordiale",5,Tutto ok,31 maggio 2024
Andrea Santopaolo,IT,31 mag 2024,Educazione e cortesia oltre a tutti gli aspetti professionali del caso.,5,Educazione e cortesia oltre a tutti gli…,29 maggio 2024
Franco Genocchio,IT,30 mag 2024,Che ha reso la mia esperienza fantastica è stata la mia interlocutrice. Gentile - Chiara - Paziente -,5,OTTIMO CONTATTO.,30 maggio 2024
Enrico Leonardi,IT,30 mag 2024,"Veloci, gentili e precisi
Consigliato",5,Gentili e precisi,30 maggio 2024
Camilla D'Angelantonio,IT,30 mag 2024,"Gentili e cordiali,mi hanno aiutato in ogni passo.",5,"Gentili e cordiali,mi hanno aiutato in…",30 maggio 2024
Alberto Coppo,IT,30 mag 2024,Marica è stata chiara precisa e mi ha seguito passo passo. Sono molto soddisfatto,5,Marica è stata chiara precisa e mi ha…,30 maggio 2024
Ambra,IT,30 mag 2024,"Attesa breve per parlare con un operatore, comprensione immediata delle mie esigenze, chiarezza nell'esposizione delle offerte, procedura di sottoscrizione semplice, rapida e ben gestita, cortesia e simpatia. L'operatore Matteo è stato perfetto, se fossero tutti così i call center avrebbero un'ottima fama.",5,"Chiarezza, semplicità, rapidità e cortesia",30 maggio 2024
La cucina di Daniel Scopesi,IT,30 mag 2024,N/A,5,Ragazzo bravo e veloce,30 maggio 2024
Valentina Spinetti,IT,30 mag 2024,"Ottima esperienza
La ragazza che mi ha seguita telefonicamente è stata gentile esaustiva nelle spiegazioni e rassicurante ( che per me è stato fondamentale nella scelta del gestore).",5,Ottima esperienza,30 maggio 2024
Nene Previato,IT,30 mag 2024,"Sono bravi , competenti e cordiali.",5,Bravi e veloci,30 maggio 2024
Anna Maria,IT,30 mag 2024,Servizio clienti con operatore competente e cordiale.,5,Contratto Gas,30 maggio 2024
Cinzia Rassu,IT,30 mag 2024,Un servizio eccellente dato dal vostro operatore.difficile trovarne così disponibili ed educati.,5,Un servizio eccellente,30 maggio 2024
roberta tamagni,IT,30 mag 2024,operatore disponibile e cordiale e ha fornito tutte le informazioni economiche in modo chiaro.,5,commento,30 maggio 2024
Massimo Grappeja,IT,30 mag 2024,Gentilezza e preparazione dell'operatrice,5,Taglio alle spese,30 maggio 2024
SONIA,IT,30 mag 2024,OPERATRICE GENTILE,5,NUOVA FORNITURA,30 maggio 2024
Giuseppe Tulli,IT,30 mag 2024,"Sentito parlare tra amici di Sorgenia ho chiamato e l'operatrice gentilissima si è messa subito a disposizione nel spiegarmi il tutto. Alla fine ho accettato i contratti sia per la mia abitazione ( luce e gas) sia per un mio locale al momento chiuso.
Consiglio vivamente Sorgenia.",5,Esperienza molto positiva Sentito parlare tra amici di Sorgenia…,30 maggio 2024
